danceability,key,loudness,mode,speechiness,instrumentalness,liveness,tempo
0.35074871570663463,0.18181818181818182,0.8300605402049054,1.0,0.03629884709128569,0.0,0.46584746658887943,0.48479147975573755
0.2950049185703356,0.36363636363636365,0.5445901893821794,1.0,0.04151153422103984,2.393909324489535e-05,0.17887892775729466,0.1744103261656007
0.6884905454147994,0.0,0.7394054641415709,0.0,0.031032385322056592,0.0,0.258038873786249,0.5078343414464735
0.7092578423871461,0.36363636363636365,0.4279726792921453,0.0,0.048273396126532996,0.0,0.27981106022467217,0.38521691314791767
0.6688162640725763,0.09090909090909091,0.6046258925799441,0.0,0.04602937884152587,0.0,0.27981106022467217,0.42357537695713837
0.5780959667723248,0.0,0.7471282210493636,1.0,0.07445929538460963,2.547251244412328e-05,0.17385357425291892,0.4286632130350476
0.7081648267570226,0.5454545454545454,0.8403446134740763,1.0,0.034658906360937734,0.002556678481659446,0.5838672421697785,0.4802650999913177
0.6699092797026998,0.45454545454545453,0.6317913691400187,1.0,0.031693671826896114,0.0,0.2066425466207892,0.45857089109483984
0.7540714832222101,0.6363636363636364,0.5598028562558212,1.0,0.09031594353603768,0.0148187259651311,0.0006865784800929128,0.5389980609498453
0.644769920209859,0.5454545454545454,0.769597950946911,1.0,0.10225320683885085,0.0,0.09321434171077501,0.5532139032790206
0.9584654060553065,0.0,0.7497283452343994,1.0,0.4246604106049034,0.0,0.10885253262668289,0.34450843631522593
0.6316537326483769,0.36363636363636365,0.6349348028562558,1.0,0.0353155149535162,9.456528548520054e-06,0.08836610723840492,0.4947124706971898
0.7420483112908515,0.36363636363636365,0.67917572182552,1.0,0.026713016610383195,0.00014097422382278998,0.4157713403092749,0.5209562121957573
0.7234670455787517,0.09090909090909091,0.8606411052468178,0.0,0.03629884709128569,5.878042285515266e-05,0.10554343731733469,0.3617688767979626
0.8327686085911028,0.45454545454545453,0.7540748214840112,0.0,0.02235679035240277,0.0,0.24366015911527217,0.5401441264144938
0.3660509345283638,0.18181818181818182,0.6045870847562869,1.0,0.1402301655049635,6.60255331193586e-06,0.2394728893746799,0.7736983764072585
0.850256858673079,0.36363636363636365,0.7015678360757528,0.0,0.06895999864934241,0.004828637865030128,0.2457403922445837,0.5016467455792551
0.6600721390315882,0.09090909090909091,0.7968798509779572,0.0,0.015922377415893352,0.0804947364856488,0.4852848558149139,0.41155326599716385
0.4600502787189857,0.09090909090909091,0.6110679913070475,1.0,0.025711027848385033,0.4340029601609537,0.3043484611207635,0.504575579544468
0.7234670455787517,1.0,0.7269869605712511,1.0,0.21697605045941423,0.0002010125206052782,0.5301589963187268,0.3798396665991376
0.6294677013881299,0.09090909090909091,0.8347174790437754,1.0,0.19967678992064009,4.9410174257059204e-05,0.6061827888208652,0.4662749978294215
0.7540714832222101,0.6363636363636364,0.6277553554796647,1.0,0.5168189398999441,0.001301491648808689,0.5039773315871239,0.3035510664775852
0.5606077166903486,0.36363636363636365,0.7395218876125427,1.0,0.07415532805776476,5.537632280335754e-06,0.2394728893746799,0.3354961942523081
0.7190949830582577,0.45454545454545453,0.6729276622167029,1.0,0.07688454037495625,0.7095960655384683,0.17887892775729466,0.42064075478250806
0.796699092797027,0.18181818181818182,0.7089801303942875,1.0,0.07354684990425994,0.3057814345407888,0.12213642239350207,0.4914247677480971
0.5770029511422012,0.45454545454545453,0.8040592983545483,0.0,0.08229957994043757,0.0013694342264895705,0.671940551242337,0.85057158567997
0.7792108427150508,0.8181818181818182,0.8907559764048433,1.0,0.02370113111700969,0.13596285039755704,0.31885700798900196,0.5437386044627095
0.5573286697999781,0.6363636363636364,0.7576839490841354,0.0,0.03988827972034319,1.3673561434716674e-05,0.19318947535768424,0.49253031574682377
0.749699420701716,0.2727272727272727,0.8274216081962124,1.0,0.05018901980143376,0.1961972046466968,0.008513548191479436,0.5302057708447891
0.7726527489343098,0.6363636363636364,0.710144365104005,1.0,0.12366859633292172,0.06942056232021389,0.12851316587064296,0.3383960871704338
0.7562575144824571,0.7272727272727273,0.6395917416951258,1.0,0.029375411746841155,0.0003849069805964375,0.22884471451462207,0.31110467976731404
0.5737239042518307,0.18181818181818182,0.8126746352064577,1.0,0.07324233864539319,0.23446950866475294,0.036077281782412915,0.6629930830897462
0.40321346595256313,0.7272727272727273,0.8019248680533996,1.0,0.10797650792942473,0.0,0.6091482321754739,0.5368101177900616
0.5879331074434364,0.0,0.6651660974852531,1.0,0.062468372991534286,0.00881110803300043,0.1197234878962498,0.47832604983648314
0.7256530768389988,0.45454545454545453,0.7513194660043465,0.0,0.15106724731430426,0.001467082700277073,0.8493851215960291,0.5724018174977571
0.5474915291288664,0.7272727272727273,0.7548897857808134,1.0,0.03268399824871049,7.879799070798316e-05,0.30618580389391487,0.540300408068764
0.7212810143185048,0.45454545454545453,0.794823036324123,1.0,0.3271564235788393,0.0697823241106948,0.46584746658887943,0.744357942870373
0.7726527489343098,0.18181818181818182,0.7401428127910588,1.0,0.25993865657019044,0.0008383442326888294,0.7197714162183682,0.4411888982143374
0.7606295770029512,0.7272727272727273,0.5254967401428128,0.0,0.050825966996166295,0.05618819433213841,0.20189657797350877,0.5736289178942495
0.7507924363318396,0.6363636363636364,0.3029726792921453,1.0,0.02771304261155184,0.5046903009167948,0.26207041681216564,0.35162793389864844
0.5824680292928188,0.18181818181818182,0.7877988202421607,1.0,0.014215544965539601,0.01760717111895883,0.14384386662835819,0.5425693861603913
